,Culture,Count
4670,Mosan or Lower-Rhenish,1
4669,Mosan or German,1
4666,"Moroccan; lock, European",1
4665,"Moroccan, Spanish lock",1
4664,"Moroccan, Mekus",1
4663,Moroccan or Spanish,1
4662,Moroccan (Turkoman),1
4658,Moravian-Slovak,1
4657,"Moravian, Brno (Brünn)",1
4656,Montol peoples,1
4653,Montagnais,1
4678,Mount Hagen region,1
4680,"Mounts and scabbard, Turkish; blade, European",1
4681,Mozambican,1
4704,N/A.,1
4714,Nage,1
4713,Naga peoples (?),1
4712,Naga peoples,1
4711,Naga people (?),1
4709,Naga (?),1
4707,"Nafana, Kulango, or Degha peoples",1
4706,Nafana peoples,1
4702,Mycenaean or Italic,1
4683,Mpongwe peoples,1
4701,Mycenaean or Cypro-Mycenaean,1
4699,"Myanmar (Burma), peninsular region",1
4698,"Myanmar (Burma), Yangon or Mandalay",1
4697,"Myanmar (Burma), Mandalay",1
4694,Myanma (Burmese) or Thai,1
4692,Murut,1
4685,Muisca (?),1
4651,Mongolian or Chinese,1
4650,Mongolian (Central or West Asian) or Tibetan,1
4647,Mongolia or China,1
4596,Middle Eastern (Bedouin),1
4611,"Minoan ?, Crete",1
4609,"Minneconjou Lakota/ Teton Sioux, Native American",1
4608,Mindanao Island,1
4605,Minangkabau or Jambi people,1
4604,Minangkabau (?),1
4601,"Milan: [s.n.], 1585",1
4599,Middle Niger civilization (?),1
4593,Micronesian (Marshall Islands),1
4613,"Minoan, Aegeo-Cypriot",1
4592,Micmac or Haudenosaunee (Iroquois),1
4590,Michoacán,1
4585,Mexico; Chontal,1
4584,"Mexico, Yucatan",1
4582,Mexico (Hill of Texcotzingo),1
4579,"Mexican, possibly Chihuahua",1
4578,"Mexican, Paracho",1
4612,Minoan or Greek,1
4619,"Miwok and Southern Miwok, Native American",1
4646,Mongolia and eastern Siberia,1
4634,Modern?,1
4644,Mongol or Korean,1
4643,"Mongo, Nkundo",1
4642,Mongo (Bakutu) people,1
4641,Mombasa,1
4640,Moldovan,1
4639,Mohawk (Haudenosaunee),1
4638,Mohawk,1
4633,Modern after Villanovan,1
4621,Mixtec (Ñudzavui),1
4632,Modern,1
4631,Mochica,1
4630,Moche; Chimú or Chancay,1
4628,"Moche, possibly",1
4627,Moche or Salinar (?),1
4624,Mobangi peoples,1
4622,Moba peoples,1
4443,Malawian (possibly Tonga),1
4435,Makah or Aht,1
4143,"Javanese, grip, Mardura, scabbard, Central Jawa",1
4282,Kutep peoples,1
4241,Korean or Mongolian,1
4237,Korea and Japan,1
4235,Kopar people,1
4233,Kono peoples,1
4232,"Kongo, Yombe group",1
4230,Kongo peoples; Yombe group,1
4229,Kongo peoples; Vili group,1
4226,"Kongo peoples, Sundi group",1
4225,"Kongo peoples, Kakongo group",1
4223,Kongo peoples (?),1
4220,Kondo & Yembe peoples?,1
4219,Komo peoples,1
4216,"Kom peoples, Grassfields region",1
4215,Kom people,1
4214,"Kom kingdom, Laiko",1
4213,Kom chiefdom,1
4212,Koko,1
4243,Korewori River (?),1
4244,Korewori River Region,1
4245,Korewori River region,1
4263,"Kuba peoples,  Bushoong group",1
4274,Kulango or Lagoon peoples (?),1
4273,"Kuba, Ngend or Yaka  people",1
4271,"Kuba peoples, Nkutshu group",1
4269,"Kuba peoples, Ngeende group",1
4267,"Kuba peoples, Kete group",1
4266,"Kuba peoples, Bushoong group (?)",1
4264,"Kuba peoples,  Ngongo group",1
4259,Kuba (Shoowa) people,1
4247,Kosovar,1
4258,Kuba (Shoowa),1
4255,Krosmeri River,1
4254,Kpelle peoples,1
4252,Kotoko,1
4251,"Kota peoples, Obamba group",1
4250,"Kota peoples, Mbete group",1
4249,"Kota peoples, Mahongwe group",1
4211,Kodi people,1
4210,"Knife, Madurese, grip, Javanese, possibly Balinese",1
4208,Kissi peoples,1
4160,Kami people,1
4172,Karimoja peoples,1
4171,Karen or Lahu people,1
4170,Karamajong peoples,1
4167,Kantu people,1
4166,"Kaningara, Terakei",1
4163,Kamoro (Mimika) people,1
4161,Kamoro,1
4156,Kalgoorlie (?),1
4175,Kasai people,1
4155,Kalaallit,1
4154,Kaka peoples,1
4152,Kagani Haida,1
4149,Jorai people,1
4147,"Javanese; grip, Sumatran",1
4146,"Javanese; grip, Madruese",1
4145,"Javanese; grip, Cirebon",1
4174,Karo Batak people (?),1
4176,Kasena,1
4207,Kisar island,1
4192,Keram River region,1
4206,"Kiribati, Nanouti Island (?)",1
4203,"Kirdi, Namji group",1
4201,"Kirdi peoples, Mafa group",1
4198,Kiowa or Comanche,1
4197,Kiowa,1
4195,Ketu,1
4193,Kerewa people,1
4191,Kenyan (Wakamba),1
4177,Kasena peoples,1
4190,Kenyan (Digo people),1
4187,Kenyah or Kayan people,1
4186,Kenyah or Kayan,1
4183,Kayan Dayak people,1
4182,Kawaka (?),1
4179,Kashmiri,1
4178,Kashmir style in Western Tibet,1
4279,Kushan or Islamic,1
4288,Kwere peoples,1
4434,Makah,1
4289,"Kwih-dich-chuh-ahtx (Makah), Native American",1
4393,Los Tuxtlas,1
4392,Longobardic,1
4391,"London: printed by Geo. James, 1712",1
4390,"London: Thomas Chippendale, 1754",1
4389,"London: T. McLean, 1847",1
4388,"London: J. Murray, 1842 (new ed.)",1
4387,"London: J. Murray, 1820",1
4386,"London: J. M. Dent and Co., 1893",1
4385,"London: G. Bell, 1881",1
4384,"London: Chiswick Press, 1910 (deluxe ed.)",1
4383,"London : F. G. Moon, 1842–49",1
4382,Lombo or Lokele peoples,1
4380,Loma peoples (?),1
4379,Loma peoples,1
4377,Loma,1
4376,Locrian,1
4374,Lobala,1
4394,Lower Benue Valley peoples,1
4395,"Lower Chehalis or Quinault, Native American",1
4398,Lower Ramu River region,1
4421,"Mabere, Nandi, or Langi",1
4433,Maidu or Wintun,1
4431,Mahafaly peoples,1
4430,"Maghreban, North Africa",1
4428,Madura,1
4427,Madeira Islands,1
4424,Macedonian (former Yugoslavia),1
4422,Macedonia,1
4419,Maasai,1
4399,Lower Rhenish,1
4414,Lunda?,1
4412,Lumajanj village,1
4406,Lozi?,1
4404,Lozi,1
4403,Lower Sepik region,1
4402,Lower Sepik River region,1
4401,Lower Sepik,1
4372,Lithuanian,1
4369,Limba or Kru people,1
4368,Ligbi,1
4309,Labradorian,1
4334,Lapland,1
4326,Langobardic (mount); Roman (cameo),1
4325,"Langobardic (mount), Etruscan (intaglio)",1
4324,Langobardic (?),1
4322,Landuma peoples,1
4318,Lambayeque (Sicán) (?),1
4312,Laguna,1
4305,"Kwoma, Wanyi and Kalaba clans",1
4336,Late Bronze Age,1
4299,"Kwoma,  Amachi-Kalaba clan",1
4298,"Kwoma people, Sunggwei Wanyi clan",1
4297,"Kwoma people, Mayo Yasyin",1
4295,"Kwoma people, Amachi-Kalaba clan",1
4294,"Kwoma people, Abgwala Kalaba clan",1
4293,Kwoma people (Arapesh or Muhiang),1
4290,"Kwom, Sunggwei Wanyi clan",1
4335,Late Archaic,1
4337,Late Hallstatt Period,1
4367,Liberian (Mano people?),1
4354,"Lega peoples, Nginga group",1
4365,Liberia; Grebo peoples (?),1
4363,Liberia (?),1
4361,Levantine,1
4360,Leti or Kai Islands,1
4357,Lengola peoples,1
4356,Lele people,1
4355,"Leipzig, 1897–1913",1
4352,Lega or Boa peoples,1
4338,Late Quimbaya,1
4351,Lega (?),1
4350,Lega,1
4348,Leele or Wongo peoples,1
4346,Late Villanovan or Early Etruscan,1
4345,Late Villanovan and Etruscan,1
4342,Late Roman or Frankish,1
4340,Late Roman (?),1
3570,"Indonesian, Adonara, Pulau",1
3566,Indonesian (Lombak),1
2438,"German, Liegnitz",1
2809,"Greek, Ptolemaic or Roman",1
2853,"Greek, Spain ?",1
2851,"Greek, South Italian/Sicilian",1
2850,"Greek, South Italian, probably Paestan",1
2843,"Greek, South Italian, Locrian ?",1
2842,"Greek, South Italian, Locrian",1
2840,"Greek, South Italian, Canosan",1
2837,"Greek, South Italian, Campanian or Sicilian",1
2835,"Greek, South Italian, Apulian?",1
2834,"Greek, South Italian, Apulian, Tarentine",1
2830,"Greek, South Italian or Roman",1
2827,"Greek, South Italian (Canosan)",1
2822,"Greek, Sicilian or South Italian",1
2821,"Greek, Sicilian ?",1
2815,"Greek, Rhodes",1
2814,"Greek, Ptolemaic, Egyptian",1
2812,"Greek, Ptolemaic, Alexandrian",1
2811,"Greek, Ptolemaic, Alexandria",1
2854,"Greek, Syracuse",1
2855,"Greek, Syria-Palestine",1
2856,"Greek, Syria-Palestine or Egypt",1
2870,"Greek, possibly Cumaean",1
2882,"Greek, probably Ptolemaic",1
2880,"Greek, probably Cypriot",1
2879,"Greek, probably Cycladic or northern Ionian",1
2878,"Greek, probably Crete",1
2877,"Greek, probably Corinthian",1
2872,"Greek, possibly Egyptian",1
2871,"Greek, possibly Cyclades (Pholegandros)",1
2869,"Greek, possibly Corinthian",1
2859,"Greek, West Greek",1
2868,"Greek, possibly Boeotian",1
2866,"Greek, perhaps from Asia Minor",1
2865,"Greek, perhaps Laconian",1
2864,"Greek, perhaps Corinthian",1
2863,"Greek, perhaps Boeotian",1
2862,"Greek, perhaps Attic",1
2860,"Greek, eastern Mediterranean",1
2810,"Greek, Ptolemaic or Roman, Egyptian",1
2808,"Greek, Ptolemaic Egyptian",1
3565,Indonesian (Java),1
2806,"Greek, Protoattic",1
2755,"Greek, Cappadocia, Eusebeia",1
2753,"Greek, Boeotian or Attic",1
2751,"Greek, Boeatian",1
2747,"Greek, Attic, black-figure,",1
2746,"Greek, Attic or South Italian",1
2745,"Greek, Attic or Etruscan",1
2742,"Greek, Attic (?)",1
2739,"Greek, Astypalaia",1
2738,"Greek, Asia Minor, probably Smyrna",1
2737,"Greek, Asia Minor, probably Myrina",1
2736,"Greek, Asia Minor, Smyrna ?",1
2734,"Greek, Asia Minor, Pontus",1
2731,"Greek, Asia Minor ?",1
2726,"Greek, Apulian",1
2725,"Greek, Aeginetan",1
2724,Greek or Scythian,1
2723,Greek or Romanian,1
2756,"Greek, Carthaginian",1
2766,"Greek, Cretan or South Italian",1
2768,"Greek, Crete or Cypriot",1
2790,"Greek, Leukas",1
2805,"Greek, Pontus",1
2803,"Greek, Phokis",1
2802,"Greek, Pergamene (?)",1
2800,"Greek, Peloponnesian-Elis",1
2798,"Greek, Mysia, Kyzikos",1
2794,"Greek, Macedonia or Epirus",1
2791,"Greek, Locrian possibly",1
2789,"Greek, Lesbian",1
2769,"Greek, Cumaean",1
2788,"Greek, Laconian?",1
2786,"Greek, Kos",1
2784,"Greek, Ionian Islands",1
2783,"Greek, Ionian ?",1
2780,"Greek, Euboea, Chalkis",1
2776,"Greek, Egypt",1
2771,"Greek, East Greek",1
2884,"Greek, probably West Greek, possibly Centuripe",1
2886,"Greek?, Attic",1
2887,"Grip and guard, Turkish, Ottoman; blade, European",1
2889,Guangala,1
3002,"Hungarian, possibly Fogaras",1
3001,"Hungarian, Wallachian",1
2999,"Hungarian, Sàrköz",1
2995,"Hungarian, Rimaszombat",1
2985,"Hungarian, Kremnitz",1
2984,"Hungarian, Kremnica",1
2983,"Hungarian, Kolozvar",1
2979,"Hungarian, Holitsch (Holics)",1
2976,"Hungarian, Fogaras",1
2975,"Hungarian, Debrecen",1
2973,"Hungarian, Beszterce",1
2971,Hungarian or Slovenian,1
2967,Hungarian (Nové Místo ?),1
2966,Hungarian (Matyó),1
2965,Hungarian (Croatia),1
2962,Humboldt Bay,1
2961,Huastec (?),1
3003,"Hungarian, possibly Nagyszben",1
3004,"Hungarian, possibly Nagyszombat",1
3006,"Hungarian, probably Slovak",1
3023,"Iatmul, possibly Chambri",1
3036,"Ibibio peoples, Anang group",1
3034,"Ibibio or Igbo peoples, Ozu Item group (?)",1
3031,Iberian or Flemish (woodwork); Italian (or Spanish?) (textiles),1
3029,Iban-Dayak,1
3028,"Iban people, Kantu group",1
3027,"Iban people, Bornean",1
3024,Iban Gaat people,1
3022,"Iatmul, Woliagwi (?)",1
3010,Hungarian-Slovak (Nove Mesta ?),1
3021,Iatmul peoples,1
3020,Iatmul people (?),1
3018,Iatmul or Chambri,1
3017,Iatmul (?),1
3016,Hurrian,1
3012,Hunkpapa Lakota (Teton Sioux),1
3011,Hungary,1
2959,Huana peoples,1
2958,"Hopi-Tewa, Native American",1
2954,Honduras; Maya (?),1
2911,Halmahera Island,1
2919,"Haudenosaunee/ Iroquois (?), Native American",1
2918,Haudenosaunee (Iroquois),1
2917,Haudenosaunee  (Iroquois),1
2916,Haudenosaunee,1
2914,Hanoverian (German),1
2913,"Hammersmith: Doves Press, 1902",1
2912,Halstatt Period,1
2910,Hallstatt Period,1
2921,Hausa people?,1
2903,Ha'apai Islands,1
2902,Guyanese (Demerara),1
2899,Guro or Baule,1
2898,Guro (?),1
2896,Gunbalanya (Oenpelli)(?),1
2895,"Gujarat, Rajasthan, India",1
2894,Guerrero (?),1
2920,Hausa,1
2922,Hausa peoples,1
2952,Holo,1
2940,"Hilt, South Indian; blade, European",1
2950,"Ho Chunk, Native American",1
2949,Hiwi,1
2947,Hispano–Visigothic,1
2944,"Himalayan, possibly Tibetan, Nepalese, or Bhutanese",1
2943,Himalayan,1
2942,"Hilt, possibly French or Spanish; blade, Spanish, Toledo",1
2941,"Hilt, Turkish or North African; blade, Iranian",1
2939,"Hilt, Indian, Mughal; blade, Turkish or Indian",1
2928,"Hellenistic, Roman, or Islamic",1
2938,"Hilt, Indian, Mughal; blade, Turkish",1
2937,"Hilt, Indian, Mughal; blade and sheath, Turkish, Ottoman",1
2936,"Hilt, Indian, Mughal; Indian",1
2935,"Hilt and scabbard, Turkish; Blade, Iranian",1
2933,Highlands (?),1
2931,Hembe/Luba peoples?,1
2930,Hembe people,1
2720,Greek or Portuguese,1
2719,Greek or Italic,1
2717,"Greek or Etruscan, South Italian (Campanian)",1
2581,"German, Zittau",1
2532,"German, Saxony, possibly Dresden",1
2531,"German, Saxony with Dutch cutting",1
2530,"German, Saxony with Berlin decoration",1
2528,"German, Saxony (Zeitz or Waldenburg)",1
2527,"German, Saxony (Magdeburg)",1
2526,"German, Saxony (Dresden)",1
2525,"German, Saxony (Altenburg)",1
2524,"German, Saxony (?)",1
2522,"German, Saxon (?)",1
2520,"German, Salzburg",1
2519,"German, Rudolphstadt",1
2518,"German, Rokitzan",1
2513,"German, Raeren",1
2512,"German, Provincial",1
2511,"German, Potsdam with Thuringia or Nuremberg decoration",1
2510,"German, Potsdam with Berlin cutting",1
2508,"German, Potsdam or Berlin",1
2533,"German, Saxony; blade, Italian",1
2535,"German, Schneeberg",1
2537,"German, Schwabisch-Hall",1
2566,"German, Volkstedt, Thuringia",1
2575,"German, Westphalia",1
2574,"German, Westerwald (Hohr or Grenzhausen)",1
2572,"German, Westerwald (Grenzau or Grenzhausen)",1
2570,"German, Weimar",1
2569,"German, Wasserburg",1
2568,"German, Warmbrunn",1
2567,"German, Wambrunn",1
2565,"German, Volkstedt",1
2545,"German, Silesia or Bohemian",1
2563,"German, Upper Rhine",1
2562,"German, Ulm",1
2561,"German, Tyrol",1
2560,"German, Tilsit (Tilse)",1
2556,"German, Thuringia, Ilmenau",1
2548,"German, Stade",1
2547,"German, Solingen; hilt, possibly Spanish",1
2505,"German, Plaue-on-Havel",1
2503,"German, Oberweisenthal",1
2502,"German, Oberammergau",1
2453,"German, Meissen and Austrian, Vienna",1
2465,"German, Meissen with French mounts and French, Vincennes flowers",1
2461,"German, Meissen with Dresden mounts",1
2459,"German, Meissen probably with German, Bayreuth decoration",1
2458,"German, Meissen probably with German, Augsburg decoration",1
2457,"German, Meissen probably with Augsburg decoration",1
2456,"German, Meissen possibly with German, Breslau (Wrocław) decoration",1
2455,"German, Meissen posiblywith German, Breslau (Wrocław) decoration",1
2452,"German, Meissen and Augsburg",1
2468,"German, Meissen with German, Augburg decoration",1
2451,"German, Meissen after a Japanese model",1
2450,"German, Meissen after Japanese model",1
2448,"German, Mannheim",1
2446,"German, Magdeburg",1
2445,"German, Lüneberg",1
2441,"German, Lower Saxony (?)",1
2440,"German, Lower Rhine region",1
2466,"German, Meissen with French, Paris decoration",1
2471,"German, Meissen with German, Breslau (Wrocław) decoration",1
2500,"German, Nuremburg",1
2489,"German, Nassau-Saarbrücken, Ottweiler",1
2499,"German, Nuremberg or Austrian, Innsbruck",1
2498,"German, Nuremberg or Austrian",1
2497,"German, Nuremberg base with possibly Austrian beaker",1
2496,"German, Nuremberg and Austrian, Salzburg",1
2494,"German, Norden (Ostfriesland)",1
2493,"German, Neuwied am Rhine",1
2490,"German, Nassau-Usingen (Wiesbaden)",1
2487,"German, Munich; blade, Spanish",1
2472,"German, Meissen with German, Dresden mounts",1
2483,"German, Mulhausen",1
2482,"German, Middle Rhine(?)",1
2481,"German, Meissen, with Dutch decoration",1
2480,"German, Meissen with probably German, Augsburg decoration",1
2478,"German, Meissen with probably Bayreuth decoration",1
2477,"German, Meissen with probably Augsburg decoration",1
2474,"German, Meissen with German, Kronstadt decoration",1
2576,"German, Westphalia (probably Lichtenau)",1
2582,"German, executed Rome or Florence",1
2712,Greek and Roman,1
2583,"German, perhaps Frankfurt-am-Main",1
2669,Great Lakes or Plains,1
2668,Great Lakes,1
2666,Grassfields Region,1
2661,Gola peoples,1
2659,Gisu peoples,1
2658,"Gilingan, Imogiri, Jogjakarta",1
2656,"Ghanian, Ashanti (Asante)",1
2655,Ghanaian?,1
2654,Ghanaian (?),1
2651,"Germany, Strasbourg",1
2650,"Germany, Raeren",1
2649,"Germany, Nuremburg",1
2648,"Germany, Nuremberg",1
2647,"Germany, Middle Rhine",1
2646,"Germany, Künersberg",1
2644,"Germanic, Saxony",1
2643,Germanic or West Slavic,1
2673,"Greco-Egyptian, Lower Egypt",1
2677,Greek (Corinthian),1
2680,Greek Islands (Corfu),1
2696,"Greek Islands, Ionian Islands",1
2710,"Greek Islands, probably Cephalonia",1
2709,"Greek Islands, possibly Rhodes",1
2707,"Greek Islands, possibly Cyclades or Anaphe",1
2706,"Greek Islands, Southern Sporades, Karpathos",1
2704,"Greek Islands, Samos or Epirus",1
2702,"Greek Islands, Patmos",1
2697,"Greek Islands, Ios",1
2694,"Greek Islands, Dodecanese, Patmos",1
2681,Greek Islands (Patmos),1
2692,"Greek Islands, Dodecanese, Astypalaia",1
2691,"Greek Islands, Cyclades, probably Pholegandros",1
2690,"Greek Islands, Cyclades, possibly Melos",1
2689,"Greek Islands, Cyclades, Pholegandros",1
2686,"Greek Islands, Cyclades, Amorgos",1
2683,"Greek Islands, Astypalaia",1
2682,Greek Islands or Sardinian,1
2642,Germanic or Slavic,1
2638,"German; rapier blade, Spanish, Toledo",1
2637,German; possibly Swedish,1
2595,"German, possibly Ludwigsburg",1
2606,"German, possibly Solingen",1
2603,"German, possibly Rhineland",1
2602,"German, possibly Rhine Province",1
2601,"German, possibly Rhenish",1
2600,"German, possibly Oberammergau",1
2597,"German, possibly Meissen",1
2596,"German, possibly Mainz and/or Cologne",1
2593,"German, possibly Hamburg",1
2608,"German, possibly Thuringia",1
2592,"German, possibly Fulda",1
